"タグID","タグ名","タググループ名","カテゴリID","カテゴリ名","カテゴリパス"
"573","オイル","アイテム","4313","ボディケアその他","ビューティー/ボディ・ハンド・フットケア"
"574","スクラブ","アイテム","4313","ボディケアその他","ビューティー/ボディ・ハンド・フットケア"
"577","デオドラント","アイテム","4313","ボディケアその他","ビューティー/ボディ・ハンド・フットケア"
"720","石鹸","アイテム","4313","ボディケアその他","ビューティー/ボディ・ハンド・フットケア"
"645","1～3泊","泊数","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"646","3～5泊","泊数","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"647","5～7泊","泊数","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"648","7泊以上","泊数","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"649","ハードタイプ","タイプ","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"650","ソフトタイプ","タイプ","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"651","TSAロック","タイプ","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"652","機内持ち込み可","タイプ","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"893","電子タグ付き","タイプ","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"894","電子タグなし","タイプ","4418","スーツケース・キャリーケース","ライフスタイル/トラベルグッズ"
"595","ブックマーク","アイテム","4440","手帳・スケジュール帳","ライフスタイル/デザイン文具・ステーショナリ"
"596","付箋","アイテム","4440","手帳・スケジュール帳","ライフスタイル/デザイン文具・ステーショナリ"
"727","手帳カバー","アイテム","4440","手帳・スケジュール帳","ライフスタイル/デザイン文具・ステーショナリ"
"728","リフィル","アイテム","4440","手帳・スケジュール帳","ライフスタイル/デザイン文具・ステーショナリ"
"1193","ビジネス手帳","タイプ","4440","手帳・スケジュール帳","ライフスタイル/デザイン文具・ステーショナリ"
"595","ブックマーク","アイテム","4442","レターセット・ポストカード","ライフスタイル/デザイン文具・ステーショナリ"
"596","付箋","アイテム","4442","レターセット・ポストカード","ライフスタイル/デザイン文具・ステーショナリ"
"727","手帳カバー","アイテム","4442","レターセット・ポストカード","ライフスタイル/デザイン文具・ステーショナリ"
"728","リフィル","アイテム","4442","レターセット・ポストカード","ライフスタイル/デザイン文具・ステーショナリ"
"595","ブックマーク","アイテム","4443","ノート","ライフスタイル/デザイン文具・ステーショナリ"
"596","付箋","アイテム","4443","ノート","ライフスタイル/デザイン文具・ステーショナリ"
"727","手帳カバー","アイテム","4443","ノート","ライフスタイル/デザイン文具・ステーショナリ"
"728","リフィル","アイテム","4443","ノート","ライフスタイル/デザイン文具・ステーショナリ"
"595","ブックマーク","アイテム","4445","デザイン文具・ステーショナリその他","ライフスタイル/デザイン文具・ステーショナリ"
"596","付箋","アイテム","4445","デザイン文具・ステーショナリその他","ライフスタイル/デザイン文具・ステーショナリ"
"727","手帳カバー","アイテム","4445","デザイン文具・ステーショナリその他","ライフスタイル/デザイン文具・ステーショナリ"
"728","リフィル","アイテム","4445","デザイン文具・ステーショナリその他","ライフスタイル/デザイン文具・ステーショナリ"
